1.64E+12,1.015639328
1.64E+12,1.015999259
1.64E+12,1.016259708
1.64E+12,1.016344823
1.64E+12,1.01602346
1.64E+12,1.01637297
1.64E+12,1.016525677
1.64E+12,1.016012983
1.64E+12,1.01624622
1.64E+12,1.016843598
1.64E+12,1.016655037
1.64E+12,1.01585222
1.64E+12,1.015879394
1.64E+12,1.015682276
1.64E+12,1.015764142
1.64E+12,1.016224037
1.64E+12,1.016467549
1.64E+12,1.015901644
1.64E+12,1.015884066
1.64E+12,1.015996547
1.64E+12,1.016634316
1.64E+12,1.017012481
1.64E+12,1.017269278
1.64E+12,1.017689609
1.64E+12,1.017375719
1.64E+12,1.016634359
1.64E+12,1.01659915
1.64E+12,1.016395062
1.64E+12,1.016039724
1.64E+12,1.016427898
1.64E+12,1.016247237
1.64E+12,1.016625457
1.64E+12,1.01665168
1.64E+12,1.016507852
1.64E+12,1.016564842
1.64E+12,1.015800612
1.64E+12,1.015744401
1.64E+12,1.015730062
1.64E+12,1.015614535
1.64E+12,1.015364962
1.64E+12,1.014990454
1.64E+12,1.01499702
1.64E+12,1.015267248
1.64E+12,1.015026938
1.64E+12,1.014951721
1.64E+12,1.015092114
1.64E+12,1.014917158
1.64E+12,1.01448756
1.64E+12,1.014214813
1.64E+12,1.014208224
1.64E+12,1.014611193
1.64E+12,1.014445463
1.64E+12,1.014534216
1.64E+12,1.014466301
1.64E+12,1.014131811
1.64E+12,1.014374543
1.64E+12,1.014332993
1.64E+12,1.014520959
1.64E+12,1.014707262
1.64E+12,1.014733745
1.64E+12,1.014417926
1.64E+12,1.01401063
1.64E+12,1.013890763
1.64E+12,1.014287294
1.64E+12,1.014361988
1.64E+12,1.014317544
1.64E+12,1.014742074
1.64E+12,1.014336927
1.64E+12,1.014589257
1.64E+12,1.014647226
1.64E+12,1.014872562
1.64E+12,1.014975371
1.64E+12,1.014244891
1.64E+12,1.014020432
1.64E+12,1.014205609
1.64E+12,1.014332035
1.64E+12,1.013672326
1.64E+12,1.013723519
1.64E+12,1.013814542
1.64E+12,1.013822278
1.64E+12,1.014085791
1.64E+12,1.014056068
1.64E+12,1.013736582
1.64E+12,1.014612766
1.64E+12,1.014771601
